source,package_count,packages,single_or_multi,source_name_values,version_values,cpe_id_values,cpe_id_package_count,cpe_id_consistency,product_candidate_count,direct_product_candidate_count,possible_product_candidate_count,partial_component_count,non_product_count,ambiguous_count,unresolved_count,role_distribution,main_package_candidate,has_main_product_like_package,has_library_split,has_utility_split,has_plugin_module_split,has_kernel_package,is_vendor_specific,source_structure_summary
feeds/vuci/applications/vuci-app-mwan3/vuci-app-mwan3-api,1,vuci-app-mwan3-api,SINGLE_PACKAGE_SOURCE,vuci-app-mwan3-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mwan3/vuci-app-mwan3-ui,1,vuci-app-mwan3-ui,SINGLE_PACKAGE_SOURCE,vuci-app-mwan3-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-network-devices/vuci-app-network-devices-api,1,vuci-app-network-devices-api,SINGLE_PACKAGE_SOURCE,vuci-app-network-devices-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-network/vuci-app-network-api,1,vuci-app-network-api,SINGLE_PACKAGE_SOURCE,vuci-app-network-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-network/vuci-app-network-ui,1,vuci-app-network-ui,SINGLE_PACKAGE_SOURCE,vuci-app-network-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ntp/vuci-app-ntp-api,1,vuci-app-ntp-api,SINGLE_PACKAGE_SOURCE,vuci-app-ntp-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ntp/vuci-app-ntp-ui,1,vuci-app-ntp-ui,SINGLE_PACKAGE_SOURCE,vuci-app-ntp-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-opcua-server/vuci-app-opcua-server-api,1,vuci-app-opcua-server-api,SINGLE_PACKAGE_SOURCE,vuci-app-opcua-server-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-opcua-server/vuci-app-opcua-server-ui,1,vuci-app-opcua-server-ui,SINGLE_PACKAGE_SOURCE,vuci-app-opcua-server-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-opcua/vuci-app-opcua-api,1,vuci-app-opcua-api,SINGLE_PACKAGE_SOURCE,vuci-app-opcua-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-opcua/vuci-app-opcua-ui,1,vuci-app-opcua-ui,SINGLE_PACKAGE_SOURCE,vuci-app-opcua-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-api,1,vuci-app-openvpn-api,SINGLE_PACKAGE_SOURCE,vuci-app-openvpn-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-ui,1,vuci-app-openvpn-ui,SINGLE_PACKAGE_SOURCE,vuci-app-openvpn-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-overip/vuci-app-overip-api,1,vuci-app-overip-api,SINGLE_PACKAGE_SOURCE,vuci-app-overip-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-overip/vuci-app-overip-ui,1,vuci-app-overip-ui,SINGLE_PACKAGE_SOURCE,vuci-app-overip-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-overview/vuci-app-overview-api,1,vuci-app-overview-api,SINGLE_PACKAGE_SOURCE,vuci-app-overview-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-overview/vuci-app-overview-ui,1,vuci-app-overview-ui,SINGLE_PACKAGE_SOURCE,vuci-app-overview-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-api,1,vuci-app-package-manager-api,SINGLE_PACKAGE_SOURCE,vuci-app-package-manager-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-ui,1,vuci-app-package-manager-ui,SINGLE_PACKAGE_SOURCE,vuci-app-package-manager-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-api,1,vuci-app-password-policy-api,SINGLE_PACKAGE_SOURCE,vuci-app-password-policy-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-ui,1,vuci-app-password-policy-ui,SINGLE_PACKAGE_SOURCE,vuci-app-password-policy-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-api,1,vuci-app-pcom-api,SINGLE_PACKAGE_SOURCE,vuci-app-pcom-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-ui,1,vuci-app-pcom-ui,SINGLE_PACKAGE_SOURCE,vuci-app-pcom-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-api,1,vuci-app-ports-settings-api,SINGLE_PACKAGE_SOURCE,vuci-app-ports-settings-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-ui,1,vuci-app-ports-settings-ui,SINGLE_PACKAGE_SOURCE,vuci-app-ports-settings-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-api,1,vuci-app-pptp-api,SINGLE_PACKAGE_SOURCE,vuci-app-pptp-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-ui,1,vuci-app-pptp-ui,SINGLE_PACKAGE_SOURCE,vuci-app-pptp-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-api,1,vuci-app-profiles-api,SINGLE_PACKAGE_SOURCE,vuci-app-profiles-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-ui,1,vuci-app-profiles-ui,SINGLE_PACKAGE_SOURCE,vuci-app-profiles-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-api,1,vuci-app-realtime-api,SINGLE_PACKAGE_SOURCE,vuci-app-realtime-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-ui,1,vuci-app-realtime-ui,SINGLE_PACKAGE_SOURCE,vuci-app-realtime-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-api,1,vuci-app-recipients-api,SINGLE_PACKAGE_SOURCE,vuci-app-recipients-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-ui,1,vuci-app-recipients-ui,SINGLE_PACKAGE_SOURCE,vuci-app-recipients-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-reset/vuci-app-reset-ui,1,vuci-app-reset-ui,SINGLE_PACKAGE_SOURCE,vuci-app-reset-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-routes/vuci-app-routes-api,1,vuci-app-routes-api,SINGLE_PACKAGE_SOURCE,vuci-app-routes-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-routes/vuci-app-routes-ui,1,vuci-app-routes-ui,SINGLE_PACKAGE_SOURCE,vuci-app-routes-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-rut-fota/vuci-app-rut-fota-api,1,vuci-app-rut-fota-api,SINGLE_PACKAGE_SOURCE,vuci-app-rut-fota-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-rut-fota/vuci-app-rut-fota-ui,1,vuci-app-rut-fota-ui,SINGLE_PACKAGE_SOURCE,vuci-app-rut-fota-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-services-status/vuci-app-services-status-api,1,vuci-app-services-status-api,SINGLE_PACKAGE_SOURCE,vuci-app-services-status-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-services-status/vuci-app-services-status-ui,1,vuci-app-services-status-ui,SINGLE_PACKAGE_SOURCE,vuci-app-services-status-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-setup-wizard/vuci-app-setup-wizard-api,1,vuci-app-setup-wizard-api,SINGLE_PACKAGE_SOURCE,vuci-app-setup-wizard-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-setup-wizard/vuci-app-setup-wizard-ui,1,vuci-app-setup-wizard-ui,SINGLE_PACKAGE_SOURCE,vuci-app-setup-wizard-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-side-widget/vuci-app-side-widget-api,1,vuci-app-side-widget-api,SINGLE_PACKAGE_SOURCE,vuci-app-side-widget-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-side-widget/vuci-app-side-widget-ui,1,vuci-app-side-widget-ui,SINGLE_PACKAGE_SOURCE,vuci-app-side-widget-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-strong-swan/vuci-app-strong-swan-api,1,vuci-app-strong-swan-api,SINGLE_PACKAGE_SOURCE,vuci-app-strong-swan-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-strong-swan/vuci-app-strong-swan-ui,1,vuci-app-strong-swan-ui,SINGLE_PACKAGE_SOURCE,vuci-app-strong-swan-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-system-info/vuci-app-system-info-api,1,vuci-app-system-info-api,SINGLE_PACKAGE_SOURCE,vuci-app-system-info-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-system-status/vuci-app-system-status-api,1,vuci-app-system-status-api,SINGLE_PACKAGE_SOURCE,vuci-app-system-status-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-system-status/vuci-app-system-status-ui,1,vuci-app-system-status-ui,SINGLE_PACKAGE_SOURCE,vuci-app-system-status-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-topology/vuci-app-topology-api,1,vuci-app-topology-api,SINGLE_PACKAGE_SOURCE,vuci-app-topology-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-troubleshoot/vuci-app-troubleshoot-api,1,vuci-app-troubleshoot-api,SINGLE_PACKAGE_SOURCE,vuci-app-troubleshoot-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-troubleshoot/vuci-app-troubleshoot-ui,1,vuci-app-troubleshoot-ui,SINGLE_PACKAGE_SOURCE,vuci-app-troubleshoot-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ui/vuci-app-ui-api,1,vuci-app-ui-api,SINGLE_PACKAGE_SOURCE,vuci-app-ui-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-usb-tools/vuci-app-usb-tools-api,1,vuci-app-usb-tools-api,SINGLE_PACKAGE_SOURCE,vuci-app-usb-tools-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-usb-tools/vuci-app-usb-tools-ui,1,vuci-app-usb-tools-ui,SINGLE_PACKAGE_SOURCE,vuci-app-usb-tools-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-uscripts/vuci-app-uscripts-api,1,vuci-app-uscripts-api,SINGLE_PACKAGE_SOURCE,vuci-app-uscripts-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-uscripts/vuci-app-uscripts-ui,1,vuci-app-uscripts-ui,SINGLE_PACKAGE_SOURCE,vuci-app-uscripts-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-vlan/vuci-app-vlan-api,1,vuci-app-vlan-api,SINGLE_PACKAGE_SOURCE,vuci-app-vlan-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-vlan/vuci-app-vlan-ui,1,vuci-app-vlan-ui,SINGLE_PACKAGE_SOURCE,vuci-app-vlan-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-wireguard/vuci-app-wireguard-api,1,vuci-app-wireguard-api,SINGLE_PACKAGE_SOURCE,vuci-app-wireguard-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-wireguard/vuci-app-wireguard-ui,1,vuci-app-wireguard-ui,SINGLE_PACKAGE_SOURCE,vuci-app-wireguard-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-wireless/vuci-app-wireless-api,1,vuci-app-wireless-api,SINGLE_PACKAGE_SOURCE,vuci-app-wireless-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-wireless/vuci-app-wireless-ui,1,vuci-app-wireless-ui,SINGLE_PACKAGE_SOURCE,vuci-app-wireless-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/vuci-ui-core,1,vuci-ui-core,SINGLE_PACKAGE_SOURCE,vuci-ui-core,2025-07-02-0eab43c-3,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
package/base-files,1,base-files,SINGLE_PACKAGE_SOURCE,base-files,2606-r16279-5cc0535800,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",base-files,True,False,False,False,False,False,single installed package; main/product-like=1
package/boot/uboot-ath79,1,uboot-ath79,SINGLE_PACKAGE_SOURCE,uboot-ath79,4.6.4,,0,NO_CPE_ID,0,0,0,0,1,0,0,"{""META_OR_HELPER_PACKAGE"": 1}",,False,False,False,False,False,False,single installed package; meta/helper=1
package/firmware/wireless-regdb,1,wireless-regdb,SINGLE_PACKAGE_SOURCE,wireless-regdb,2021.04.21-1,,0,NO_CPE_ID,0,0,0,0,1,0,0,"{""FIRMWARE_OR_DRIVER_ARTIFACT"": 1}",,False,False,False,False,False,False,single installed package
package/kernel/exfat,1,kmod-fs-exfat,SINGLE_PACKAGE_SOURCE,kmod-fs-exfat,5.15.176+5.19.1-5,,0,NO_CPE_ID,0,0,0,1,0,0,0,"{""KERNEL_OR_KMOD"": 1}",,False,False,False,False,True,False,single installed package; kernel/kmod=1
package/kernel/gpio-button-hotplug,1,kmod-gpio-button-hotplug,SINGLE_PACKAGE_SOURCE,kmod-gpio-button-hotplug,5.15.176-3,,0,NO_CPE_ID,0,0,0,1,0,0,0,"{""KERNEL_OR_KMOD"": 1}",,False,False,False,False,True,False,single installed package; kernel/kmod=1
